Movie;Director;Running time;Actor 1;Actor 2;Actor 3;Genre;Budget;Box Office;Release year
Why Did I Get Married?;Tyler Perry;113;Michael Jai White;Tasha Smith;Lamman Rucker;Comedy;15000000;60000000;2007
Mars Needs Moms;Simon Wells;88;Elisabeth Harnois;Dan Fogler;Tom Everett Scott;Action;150000000;40000000;2011
Project Almanac;Dean Israelite;106;Gary Weeks;Jonny Weston;Sofia Black-D'Elia;Sci-Fi;12000000;32000000;2015
Black Hawk Down;Ridley Scott;152;Ioan Gruffudd;Sam Shepard;Ewen Bremner;Drama;92000000;173000000;2001
Lara Croft: Tomb Raider;Simon West;100;Angelina Jolie;Noah Taylor;Chris Barrie;Action;115000000;275000000;2001
Unstoppable;Tony Scott;98;Denzel Washington;Rosario Dawson;Ethan Suplee;Action;100000000;168000000;2010
8 Mile;Curtis Hanson;110;Mekhi Phifer;Omar Benson Miller;Evan Jones;Drama;41000000;242000000;2002
Falcon Rising;Ernie Barbarash;103;Michael Jai White;Michael J. Morris;Lateef Crowder;Action;4500000;8000000;2014
Me Myself & Irene;Bobby Farrelly;116;Robert Forster;Tony Cox;Rob Moran;Comedy;51000000;149000000;2000
Million Dollar Arm;Craig Gillespie;124;Jon Hamm;Suraj Sharma;Gregory Alan Williams;Biography;25000000;39000000;2014
Red Lights;Rodrigo Cortés;114;Robert De Niro;Toby Jones;Craig Roberts;Thriller;14000000;14300000;2012
The Covenant;Renny Harlin;97;Laura Ramsey;Kyle Schmid;Toby Hemingway;Action;20000000;37000000;2006
30 Days of Night;David Slade;113;Danny Huston;Mark Rendall;Megan Franich;Horror;32000000;75000000;2007
Man on Wire;James Marsh;90;Paul McGill;Philippe Petit;Jean-Louis Blondeau;Biography;1000000;5070000;2008
The Vatican Tapes;Mark Neveldine;91;Djimon Hounsou;Alison Lohman;Dougray Scott;Horror;8495000;15000000;2015
Machine Gun Preacher;Marc Forster;129;Gerard Butler;Madeline Carroll;Kathy Baker;Action;30000000;3300000;2011
Mr. Popper's Penguins;Mark Waters;94;Madeline Carroll;Ophelia Lovibond;Philip Baker Hall;Comedy;55000000;187000000;2011
Transformers: Age of Extinction;Michael Bay;165;Bingbing Li;Sophia Myles;Kelsey Grammer;Action;210000000;1100000000;2014
Evil Dead;Fede Alvarez;96;Lou Taylor Pucci;Elizabeth Blackmore;Ellen Sandweiss;Horror;17000000;97000000;2013
Rockaway;Jeff Crook;90;Nicholas Gonzalez;Mario Cimarro;Ricardo Chavira;Action;2000000;1000000;2007
Big Momma's House;Raja Gosnell;99;Nia Long;Cedric the Entertainer;Tichina Arnold;Action;30000000;173000000;2000
Chicago Overcoat;Brian Caunter;94;Mike Starr;Stacy Keach;Frank Vincent;Action;3000000;250000;2009
Little Big Top;Ward Roberts;83;Sid Haig;Jacob Zachar;Travis Betz;Comedy;240000;1000000;2006
Little Black Book;Nick Hurran;105;Holly Hunter;Kevin Sussman;Dave Annable;Comedy;35000000;13000000;2004
Monsters vs. Aliens;Rob Letterman;94;Amy Poehler;Rainn Wilson;Stephen Colbert;Action;175000000;385000000;2009
Raise Your Voice;Sean McNamara;103;Oliver James;Rebecca De Mornay;Jason Ritter;Adventure;15000000;10000000;2004
The Transporter Refueled;Camille Delamarre;96;Ed Skrein;Noémie Lenoir;Radivoje Bukvic;Action;25000000;72300000;2015
Welcome Home Roscoe Jenkins;Malcolm D. Lee;114;Mo'Nique;Mike Epps;Cedric the Entertainer;Comedy;35000000;36000000;2008
Derailed;Mikael Håfström;112;Denis O'Hare;RZA;Xzibit;Thriller;22000000;57000000;2005
Gladiator;Ridley Scott;171;Djimon Hounsou;Connie Nielsen;Oliver Reed;Action;103000000;460000000;2000
Point Break;Ericson Core;114;Ray Winstone;Edgar Ramírez;Delroy Lindo;Action;105000000;133000000;2015
Side Effects;Steven Soderbergh;106;Channing Tatum;David Costabile;Katie Lowes;Crime;30000000;63000000;2013
The Words;Brian Klugman;102;J.K. Simmons;Bradley Cooper;Olivia Wilde;Drama;6000000;13900000;2012
High School Musical 3: Senior Year;Kenny Ortega;112;Lucas Grabeel;Matt Prokop;Corbin Bleu;Comedy;11000000;253000000;2008
In Good Company;Paul Weitz;109;Scarlett Johansson;Ty Burrell;Dennis Quaid;Comedy;26000000;58000000;2004
Scary Movie 3;David Zucker;84;Regina Hall;Pamela Anderson;Jenny McCarthy;Comedy;48000000;225000000;2003
The Damned United;Tom Hooper;98;Stephen Graham;Mark Bazeley;Maurice Roëves;Biography;10000000;4600000;2009
The Lord of the Rings: The Two Towers;Peter Jackson;172;Christopher Lee;Orlando Bloom;Billy Boyd;Action;94000000;947000000;2002
The Watch;Akiva Schaffer;102;Will Forte;Nicholas Braun;Rosemarie DeWitt;Action;68000000;68000000;2012
Begin Again;John Carney;104;James Corden;Karen Pittman;Mary Catherine Garrison;Drama;8000000;63000000;2013
The Importance of Being Earnest;Oliver Parker;97;Colin Firth;Tom Wilkinson;Rupert Everett;Comedy;15000000;17000000;2002
What Lies Beneath;Robert Zemeckis;130;Harrison Ford;Amber Valletta;Miranda Otto;Drama;100000000;291000000;2000
Enemy at the Gates;Jean-Jacques Annaud;131;Bob Hoskins;Gabriel Thomson;Clemens Schick;Drama;68000000;97000000;2001
The Sea Inside;Alejandro Amenábar;125;Belén Rueda;Lola Dueñas;Tamar Novas;Biography;10000000;13400000;2004
The Timber;Anthony O'Brien;81;James Ransone;Maria Doyle Kennedy;Shaun O'Hagan;Adventure;2100000;1000000;2015
I Love You Man;John Hamburg;105;J.K. Simmons;Jon Favreau;Jane Curtin;Comedy;40000000;91000000;2009
September Dawn;Christopher Cain;111;Jon Gries;Taylor Handley;Trent Ford;Drama;11000000;1200000;2007
Love & Other Drugs;Edward Zwick;112;Jake Gyllenhaal;Anne Hathaway;Judy Greer;Comedy;30000000;103000000;2010
The Kids Are All Right;Lisa Cholodenko;106;Josh Hutcherson;Mia Wasikowska;Yaya DaCosta;Comedy;3500000;34700000;2010
Drumline;Charles Stone III;118;Leonard Roberts;Nick Cannon;Jason Weaver;Comedy;20000000;57000000;2002
The Green Inferno;Eli Roth;100;Daryl Sabara;Richard Burgi;Magda Apanowicz;Horror;6000000;7000000;2013
You Got Served: Beat the World;Robert Adetuyi;91;Shane Pollard;Mishael Morgan;Chase Armitage;Drama;10000000;8000000;2011
American Psycho;Mary Harron;102;Christian Bale;Justin Theroux;Samantha Mathis;Crime;7000000;34000000;2000
War Horse;Steven Spielberg;146;Jeremy Irvine;Benedict Cumberbatch;Eddie Marsan;Drama;66000000;177000000;2011
Austin Powers in Goldmember;Jay Roach;94;Verne Troyer;Josh Zuckerman;Robert Wagner;Action;63000000;73000000;2002
Coco Before Chanel;Anne Fontaine;111;Alessandro Nivola;Benoît Poelvoorde;Marie Gillain;Biography;19430000;18000000;2009
Seventh Son;Sergey Bodrov;102;Jeff Bridges;Djimon Hounsou;Olivia Williams;Action;95000000;114000000;2014
Iron Man;Jon Favreau;126;Robert Downey Jr.;Jeff Bridges;Jon Favreau;Action;140000000;585000000;2008
Mr. Turner;Mike Leigh;150;Lesley Manville;Ruth Sheen;Karl Johnson;Biography;8200000;8680000;2014
The Rocker;Peter Cattaneo;102;Emma Stone;Bradley Cooper;Josh Gad;Comedy;15000000;8100000;2008
Repo Men;Miguel Sapochnik;119;Alice Braga;RZA;Yvette Nicole Brown;Action;32000000;19000000;2010
Savage Grace;Tom Kalin;97;Eddie Redmayne;Elena Anaya;Stephen Dillane;Drama;4600000;1000000;2007
Angels & Demons;Ron Howard;146;Tom Hanks;Ayelet Zurer;Armin Mueller-Stahl;Thriller;150000000;486000000;2009
Escape from Planet Earth;Cal Brunker;89;Brendan Fraser;Paul Scheer;Jonathan Morgan Heit;Animation;40000000;120000000;2013
I'm Not There.;Todd Haynes;135;Christian Bale;Heath Ledger;Tyrone Benskin;Biography;20000000;11000000;2007
You Can Count on Me;Kenneth Lonergan;111;Matthew Broderick;Rory Culkin;Gaby Hoffmann;Drama;1200000;9400000;2000
My Blueberry Nights;Kar-Wai Wong;95;Natalie Portman;Norah Jones;Adriane Lenox;Drama;10000000;22000000;2007
The Roommate;Christian E. Christiansen;91;Leighton Meester;Danneel Ackles;Frances Fisher;Thriller;16000000;40000000;2011
For Your Consideration;Christopher Guest;86;John Michael Higgins;Catherine O'Hara;Ed Begley Jr.;Comedy;12000000;5200000;2006
Savages;Oliver Stone;141;Demián Bichir;Shea Whigham;Gary Stretch;Crime;45000000;48000000;2012
Sex and the City 2;Michael Patrick King;146;Chris Noth;Liza Minnelli;Kristin Davis;Comedy;100000000;294000000;2010
Ted;Seth MacFarlane;112;Mila Kunis;Seth MacFarlane;Tom Skerritt;Comedy;50000000;549000000;2012
Texas Rangers;Steve Miner;110;Tom Skerritt;Usher Raymond;Leonor Varela;Action;38000000;10000000;2001
Fat Sick & Nearly Dead;Joe Cross;97;Joe Cross;Joel Fuhrman;Amy Badberg;Documentary;2500000;1200000;2010
Surf's Up;Ash Brannon;85;Jeff Bridges;Zooey Deschanel;Jon Heder;Animation;100000000;150000000;2007
How Do You Know;James L. Brooks;121;Shelley Conn;Domenick Lombardozzi;Teyonah Parris;Comedy;120000000;48600000;2010
The Good Thief;Neil Jordan;109;Emir Kusturica;Saïd Taghmaoui;Tchéky Karyo;Action;25000000;16000000;2002
The Lunchbox;Ritesh Batra;104;Nawazuddin Siddiqui;Nimrat Kaur;Lillete Dubey;Drama;1000000;100000000;2013
Heartbreakers;David Mirkin;123;Sarah Silverman;Anne Bancroft;Jeffrey Jones;Comedy;35000000;123000000;2001
RED;Robert Schwentke;111;Bruce Willis;Morgan Freeman;Jaqueline Fleming;Action;58000000;180000000;2010
Old Joy;Kelly Reichardt;76;Daniel London;Lucy;Will Oldham;Drama;300000;300000;2006
The Descendants;Alexander Payne;115;Shailene Woodley;Nick Krause;Beau Bridges;Comedy;20000000;175000000;2011
The Night Listener;Patrick Stettner;81;Robin Williams;Joe Morton;Rory Culkin;Crime;4000000;11000000;2006
The Wrestler;Darren Aronofsky;109;Mark Margolis;John D'Leo;Ajay Naidu;Drama;6000000;44000000;2008
Tower Heist;Brett Ratner;104;Matthew Broderick;Gabourey Sidibe;Judd Hirsch;Action;75000000;152000000;2011
Into the Storm;Steven Quale;89;Matt Walsh;Alycia Debnam-Carey;Scott Lawrence;Action;50000000;161000000;2014
Equilibrium;Kurt Wimmer;107;Christian Bale;Emily Watson;Sean Pertwee;Action;20000000;5400000;2002
Mr. Peabody & Sherman;Rob Minkoff;92;Ty Burrell;Zach Callison;Karan Brar;Animation;145000000;272000000;2014
My Big Fat Greek Wedding;Joel Zwick;95;Nia Vardalos;Louis Mandylor;Lainie Kazan;Comedy;5000000;368000000;2002
Stranger Than Fiction;Marc Forster;113;Will Ferrell;Christian Stolte;Danny Rhodes;Comedy;38000000;54000000;2006
A Tale of Three Cities;Mabel Cheung;130;Wei Tang;Ching Wan Lau;Hailu Qin;Drama;12000000;72000000;2015
Looney Tunes: Back in Action;Joe Dante;91;Brendan Fraser;Jenna Elfman;Heather Locklear;Animation;80000000;70000000;2003
Wimbledon;Richard Loncraine;98;Kirsten Dunst;Jon Favreau;Austin Nichols;Comedy;31000000;20000000;2004
Madagascar: Escape 2 Africa;Eric Darnell;89;Bernie Mac;Jada Pinkett Smith;Cedric the Entertainer;Action;150000000;604000000;2008
Side Effects;Steven Soderbergh;106;Channing Tatum;David Costabile;Katie Lowes;Crime;30000000;66000000;2013
Man of the House;Stephen Herek;100;Christina Milian;Vanessa Ferlito;Kelli Garner;Action;40000000;19600000;2005
I Can Do Bad All by Myself;Tyler Perry;113;Eric Mendenhall;Mary J. Blige;Hope Olaide Wilson;Comedy;13000000;50000000;2009
The Act of Killing;Joshua Oppenheimer;96;Anwar Congo;Herman Koto;Syamsul Arifin;Biography;1000000;4200000;2012
Bad Words;Jason Bateman;89;Beth Grant;Philip Baker Hall;Patricia Belcher;Comedy;10000000;7810000;2013
Captain America: The Winter Soldier;Anthony Russo;136;Scarlett Johansson;Chris Evans;Hayley Atwell;Action;170000000;714000000;2014
The Children of Huang Shi;Roger Spottiswoode;125;Radha Mitchell;Guang Li;Matthew Walker;Drama;40000000;12000000;2008
White Noise 2: The Light;Patrick Lussier;99;Teryl Rothery;Craig Fairbrass;Adrian Holmes;Drama;10000000;8400000;2007
Burn After Reading;Ethan Coen;96;J.K. Simmons;Brad Pitt;Kevin Sussman;Comedy;37000000;163000000;2008
Frozen River;Courtney Hunt;97;Charlie McDermott;Michael O'Keefe;Misty Upham;Crime;1000000;6000000;2008
Jackass 3D;Jeff Tremaine;101;Bam Margera;Steve-O;Chris Pontius;Action;20000000;170000000;2010
The Twilight Saga: Eclipse;David Slade;124;Robert Pattinson;Kristen Stewart;Anna Kendrick;Adventure;68000000;698000000;2010
Casino Jack;George Hickenlooper;108;Kevin Spacey;Eric Schweig;Christian Campbell;Biography;15000000;10000000;2010
Muppets Most Wanted;James Bobin;119;Ty Burrell;Tina Fey;Hugh Bonneville;Adventure;50000000;80400000;2014
Oculus;Mike Flanagan;104;James Lafferty;Rory Cochrane;Garrett Ryan;Horror;5000000;44000000;2013
Vera Drake;Mike Leigh;125;Eddie Marsan;Sally Hawkins;Imelda Staunton;Crime;11000000;14000000;2004
Enter the Void;Gaspar Noé;161;Paz de la Huerta;Emily Alyn Lind;Olly Alexander;Drama;13000000;1200000;2009
Charlie's Angels;McG;94;Bill Murray;LL Cool J;Kelly Lynch;Action;92000000;264000000;2000
The Conjuring 2;James Wan;134;Javier Botet;Frances O'Connor;Robin Atkin Downes;Horror;40000000;320000000;2016
The Intern;Nancy Meyers;121;Robert De Niro;Anne Hathaway;Rene Russo;Comedy;35000000;195000000;2015
Something's Gotta Give;Nancy Meyers;128;Keanu Reeves;Jon Favreau;Paul Michael Glaser;Comedy;80000000;266000000;2003
Transsiberian;Brad Anderson;111;Thomas Kretschmann;Eduardo Noriega;Mac McDonald;Crime;15000000;6300000;2008
Buried;Rodrigo Cortés;95;Ryan Reynolds;Samantha Mathis;Erik Palladino;Drama;3000000;19000000;2010
Pearl Harbor;Michael Bay;184;Jennifer Garner;Jaime King;Mako;Action;140000000;449000000;2001
Saint John of Las Vegas;Hue Rhodes;85;Peter Dinklage;Steve Buscemi;Romany Malco;Comedy;3800000;102000;2009
The Butterfly Effect;Eric Bress;120;Logan Lerman;Eric Stoltz;Cameron Bright;Sci-Fi;13000000;96000000;2004
The Triplets of Belleville;Sylvain Chomet;80;Michel Robin;Charles Linton;Béatrice Bonifassi;Animation;9500000;14000000;2003
Ant-Man;Peyton Reed;117;Judy Greer;Hayley Atwell;T.I.;Action;130000000;519000000;2015
Alex & Emma;Rob Reiner;96;David Paymer;Lobo Sebastian;Robert Costanzo;Comedy;30000000;15000000;2003
Blue Like Jazz;Steve Taylor;108;Jason Marsden;Marshall Allman;Eric Lange;Comedy;1200000;4200000;2012
Spider-Man 3;Sam Raimi;156;J.K. Simmons;James Franco;Kirsten Dunst;Action;258000000;890000000;2007
Dark Blue;Ron Shelton;118;Khandi Alexander;Dash Mihok;Michael Michele;Crime;15000000;16900000;2002
Enchanted;Kevin Lima;107;Jeff Bennett;Teala Dunn;Fred Tatasciore;Animation;85000000;340000000;2007
We Were Soldiers;Randall Wallace;124;Jon Hamm;Marc Blucas;Chris Klein;Action;75000000;115000000;2002
Our Idiot Brother;Jesse Peretz;90;Zooey Deschanel;Adam Scott;Steve Coogan;Comedy;5000000;7000000;2011
Victor Frankenstein;Paul McGuigan;110;Daniel Radcliffe;Spencer Wilding;Daniel Mays;Thriller;40000000;32500000;2015
A Shine of Rainbows;Vic Sarin;101;Connie Nielsen;Aidan Quinn;John Bell;Drama;6000000;3000000;2009
Across the Universe;Julie Taymor;133;Jim Sturgess;T.V. Carpio;Robert Clohessy;Drama;45000000;29000000;2007
Drag Me to Hell;Sam Raimi;99;Bojana Novakovic;Alison Lohman;Reggie Lee;Horror;30000000;90000000;2009
Half Nelson;Ryan Fleck;106;Ryan Gosling;Tristan Mack Wilds;Jeff Lima;Drama;700000;5100000;2006
Skyfall;Sam Mendes;143;Albert Finney;Helen McCrory;Rory Kinnear;Action;200000000;1100000000;2012
Rugrats Go Wild;John Eng;80;Elizabeth Daily;Cree Summer;Nancy Cartwright;Animation;25000000;55000000;2003
The Legend of Bagger Vance;Robert Redford;126;Matt Damon;Will Smith;Charlize Theron;Drama;60000000;39000000;2000
The Lincoln Lawyer;Brad Furman;118;Matthew McConaughey;Margarita Levieva;Frances Fisher;Crime;40000000;87000000;2011
Driven;Renny Harlin;116;Sylvester Stallone;Estella Warren;Cristián de la Fuente;Action;72000000;54000000;2001
Harold & Kumar Go to White Castle;Danny Leiner;88;Ethan Embry;Fred Willard;Paula Garcés;Adventure;9000000;24000000;2004
Redacted;Brian De Palma;90;Mike Figueroa;Daniel Stewart Sherman;Kel O'Neill;Crime;5000000;9000000;2007
The Da Vinci Code;Ron Howard;174;Tom Hanks;Seth Gabel;Jürgen Prochnow;Mystery;125000000;760000000;2006
The Dark Knight Rises;Christopher Nolan;164;Tom Hardy;Christian Bale;Joseph Gordon-Levitt;Action;250000000;1081000000;2012
The X Files: I Want to Believe;Chris Carter;108;Mitch Pileggi;Callum Rennie;Nicki Aycox;Drama;30000000;68300000;2008
Unfaithful;Adrian Lyne;124;Olivier Martinez;Erik Per Sullivan;Chad Lowe;Thriller;50000000;119000000;2002
Black Christmas;Glen Morgan;94;Oliver Hudson;Crystal Lowe;Andrea Martin;Horror;9000000;16000000;2006
The Transporter;Louis Leterrier;92;Jason Statham;Qi Shu;Matt Schulze;Action;21000000;43000000;2002
Blended;Frank Coraci;117;Bella Thorne;Adam Sandler;Joel McHale;Comedy;40000000;128000000;2014
Shrek 2;Andrew Adamson;93;Rupert Everett;Jennifer Saunders;Conrad Vernon;Animation;150000000;935000000;2004
The Simpsons Movie;David Silverman;87;Albert Brooks;Yeardley Smith;Marcia Wallace;Animation;75000000;536000000;2007
Brokeback Mountain;Ang Lee;134;Jake Gyllenhaal;Heath Ledger;Anne Hathaway;Drama;14000000;178000000;2005
Torque;Joseph Kahn;84;Dane Cook;Jay Hernandez;Christina Milian;Action;40000000;46500000;2004
Bright Star;Jane Campion;119;Abbie Cornish;Paul Schneider;Samuel Roukin;Biography;8500000;5440000;2009
Secret in Their Eyes;Billy Ray;111;Julia Roberts;Michael Kelly;Joe Cole;Crime;19500000;35000000;2015
The Contender;Rod Lurie;126;Jeff Bridges;Gary Oldman;William Petersen;Thriller;20000000;22000000;2000
The Golden Compass;Chris Weitz;113;Christopher Lee;Eva Green;Kristin Scott Thomas;Adventure;180000000;372000000;2007
Hero;Yimou Zhang;80;Jet Li;Tony Chiu Wai Leung;Maggie Cheung;Action;31000000;53000000;2002
House of D;David Duchovny;96;Robin Williams;Mark Margolis;Frank Langella;Comedy;6000000;500000;2004
The Incredibles;Brad Bird;115;Holly Hunter;Craig T. Nelson;Lou Romano;Action;92000000;631000000;2004
The Other Boleyn Girl;Justin Chadwick;115;Natalie Portman;Scarlett Johansson;Benedict Cumberbatch;Biography;35000000;77500000;2008
The Other Guys;Adam McKay;116;Dwayne Johnson;Will Ferrell;Derek Jeter;Action;100000000;170000000;2010
The Singing Detective;Keith Gordon;109;Robert Downey Jr.;Robin Wright;Alfre Woodard;Comedy;8000000;2700000;2003
Abandon;Stephen Gaghan;99;Charlie Hunnam;Zooey Deschanel;Tony Goldwyn;Drama;25000000;10000000;2002
Party Monster;Fenton Bailey;98;Macaulay Culkin;Mia Kirshner;Marilyn Manson;Biography;5000000;1000000;2003
Sparkle;Salim Akil;116;Omari Hardwick;Curtis Armstrong;Mike Epps;Drama;17000000;24000000;2012
Out of Time;Carl Franklin;114;Denzel Washington;Sanaa Lathan;John Billingsley;Crime;50000000;55600000;2003
Saw 3D: The Final Chapter;Kevin Greutert;90;Costas Mandylor;Gina Holden;Betsy Russell;Horror;20000000;136000000;2010
All the Boys Love Mandy Lane;Jonathan Levine;90;Luke Grimes;Michael Welch;Whitney Able;Horror;750000;1300000;2006
Poseidon;Wolfgang Petersen;98;Jimmy Bennett;Mike Vogel;Andre Braugher;Action;160000000;182000000;2006
The Gambler;Rupert Wyatt;111;George Kennedy;Cjon Saulsberry;Griffin Cleveland;Crime;25000000;39000000;2014
Insidious: Chapter 2;James Wan;106;Lin Shaye;Barbara Hershey;Leigh Whannell;Horror;5000000;161000000;2013
Memento;Christopher Nolan;113;Callum Rennie;Thomas Lennon;Jorja Fox;Mystery;9000000;40000000;2000
Silver Linings Playbook;David O. Russell;122;Jennifer Lawrence;Robert De Niro;Bradley Cooper;Comedy;21000000;236000000;2012
Sunshine State;John Sayles;141;Miguel Ferrer;Edie Falco;Timothy Hutton;Drama;5600000;3600000;2002
The Lizzie McGuire Movie;Jim Fall;94;Clayton Snyder;Adam Lamberg;Alex Borstein;Adventure;17000000;42000000;2003
The World's Fastest Indian;Roger Donaldson;127;Anthony Hopkins;Antony Starr;Craig Hall;Biography;25000000;18300000;2005
Due Date;Todd Phillips;95;Robert Downey Jr.;RZA;Matt Walsh;Comedy;65000000;97000000;2010
Earth to Echo;Dave Green;91;Teo Halm;Ella Wahlestedt;Jason Gray-Stanford;Adventure;13000000;45000000;2014
One Missed Call;Eric Valette;87;Johnny Lewis;Jason Beghe;Margaret Cho;Horror;20000000;45000000;2008
The Exorcism of Emily Rose;Scott Derrickson;122;Tom Wilkinson;Colm Feore;JR Bourne;Thriller;20000000;145000000;2005
The Purge;James DeMonaco;85;Rhys Wakefield;Adelaide Kane;Chris Mulkey;Horror;3000000;89100000;2013
The Road to El Dorado;Bibo Bergeron;89;Frank Welker;Rosie Perez;Elton John;Animation;95000000;76000000;2000
The Cabin in the Woods;Drew Goddard;95;Chris Hemsworth;Bradley Whitford;Kristen Connolly;Horror;30000000;70000000;2012
The Devil's Rejects;Rob Zombie;109;Sid Haig;Ken Foree;Lew Temple;Crime;7000000;21000000;2005
Decoys;Matthew Hastings;95;Meghan Ory;Marc Trottier;Corey Sevier;Comedy;5000000;3500000;2004
Open Range;Kevin Costner;139;Robert Duvall;Michael Jeter;Julian Richings;Drama;22000000;68000000;2003
Thirteen;Catherine Hardwicke;100;Holly Hunter;Sarah Clarke;Kip Pardue;Drama;1500000;10000000;2003
Van Wilder: Party Liaison;Walt Becker;94;Ryan Reynolds;Curtis Armstrong;Erik Estrada;Comedy;6000000;38000000;2002
Legend;Brian Helgeland;132;Tom Hardy;Paul Anderson;Tara Fitzgerald;Biography;30000000;42000000;2015
Neighbors 2: Sorority Rising;Nicholas Stoller;92;Chloë Grace Moretz;Ike Barinholtz;Kiersey Clemons;Comedy;35000000;108000000;2016
